resp,target,subject,session,stimulus_1,stimulus_2,stimulus_3,stimulus_4,stimulus_5,stimulus_6,stimulus_7
1,0,P,42,0,-2,0,-5,-5,5,2
1,1,P,42,-5,-5,5,8,2,5,2
0,0,P,42,-5,-8,-5,0,-5,-8,-8
1,0,P,42,-5,0,-2,-5,5,0,-5
1,1,P,42,2,0,2,8,2,0,0
0,0,P,42,-5,2,2,-5,-5,-8,-2
0,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,0,5,2,5,0,8,0
0,0,P,42,0,-8,0,0,2,0,-5
1,0,P,42,8,0,0,0,-5,-2,-5
0,0,P,42,-2,0,-8,0,-5,-2,-2
0,0,P,42,2,-5,2,-5,8,-5,2
0,0,P,42,-2,-2,-5,-8,0,-8,0
1,0,P,42,0,0,-2,0,-5,2,0
1,1,P,42,8,0,2,0,0,5,2
1,0,P,42,-8,-8,5,5,-5,5,-2
0,1,P,42,2,0,8,0,8,8,5
1,0,P,42,5,0,2,0,-8,5,-5
0,0,P,42,0,-8,-8,-5,-8,-8,-5
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-5,-8,-2,-8,-2,-5,-5
0,0,P,42,-2,-2,0,-5,0,-5,8
1,1,P,42,0,2,8,-5,0,-5,0
0,1,P,42,2,8,2,0,-2,-5,5
0,0,P,42,-2,-8,-5,-2,-5,-2,-2
1,1,P,42,5,5,5,0,5,5,2
1,1,P,42,2,8,-2,-2,5,2,2
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,0,0,-5,-5,-5,0,-2
0,0,P,42,-5,-8,-5,-5,-2,0,2
1,0,P,42,-8,-2,2,-2,5,-5,-5
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,-2,0,0,-5,-2,-5
0,0,P,42,2,8,0,2,-5,-8,-2
0,0,P,42,0,-5,-5,-2,-2,0,-8
1,1,P,42,5,8,0,-8,5,0,2
1,1,P,42,8,0,0,5,0,-8,-2
1,1,P,42,2,5,8,2,2,2,2
0,0,P,42,-2,-2,0,0,-2,0,0
0,1,P,42,8,0,5,-8,-2,8,-8
0,0,P,42,-8,-5,-2,-5,-8,0,-2
0,0,P,42,-5,-2,0,-5,0,-5,-5
0,0,P,42,-5,-2,0,0,-5,8,-8
0,0,P,42,-2,-5,-2,0,0,-2,0
1,1,P,42,0,2,8,-5,0,-5,0
0,1,P,42,2,0,-8,8,0,-2,2
1,1,P,42,0,0,5,5,2,5,0
0,0,P,42,0,0,8,-8,-8,0,-8
1,1,P,42,0,-2,5,-2,8,2,5
1,1,P,42,0,-2,5,8,8,-2,-8
0,0,P,42,-2,-5,-5,0,-2,-5,-5
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,2,0,0,2,0,0,2
0,0,P,42,-8,-5,0,-8,-5,-2,-5
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,0,0,-8,8,-2,-8,-2
1,1,P,42,2,2,2,2,8,0,0
0,1,P,42,0,-2,-2,0,-5,8,2
1,1,P,42,5,8,5,8,5,0,0
1,1,P,42,0,8,5,0,5,2,0
0,0,P,42,0,-5,2,-5,0,0,-5
0,0,P,42,-8,0,-5,-5,-2,0,-8
1,0,P,42,-2,0,-2,0,-5,-5,0
0,0,P,42,-2,-5,-5,0,-2,-8,2
1,1,P,42,2,5,0,0,2,8,8
1,1,P,42,0,8,-8,5,8,8,5
1,1,P,42,5,0,0,2,-2,-5,5
0,0,P,42,-2,-2,-2,0,0,0,-5
0,1,P,42,2,-2,-2,-5,5,0,5
0,0,P,42,0,-2,-8,0,0,-2,-8
1,1,P,42,5,0,5,-5,8,8,-2
1,1,P,42,5,5,5,2,8,8,8
0,0,P,42,-8,-2,0,-5,0,0,-5
1,1,P,42,8,2,5,8,2,2,8
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,0,-5,-2,-8,0,-8
0,0,P,42,-5,-5,-2,-2,0,0,-2
1,0,P,42,0,0,-5,0,-8,0,5
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,-5,0,-5,-5,-2,0
1,1,P,42,5,8,0,5,5,0,8
1,1,P,42,2,5,0,5,2,2,5
1,1,P,42,8,2,2,8,5,8,2
1,1,P,42,2,0,2,2,8,0,8
0,0,P,42,0,-2,-8,0,-8,-2,2
0,0,P,42,-2,-5,0,2,0,5,-8
0,0,P,42,-5,-2,-8,-2,-5,-5,-5
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,2,2,-8,8,5,2,0
0,1,P,42,-5,8,-8,8,2,-2,0
0,0,P,42,-5,-5,-5,-8,-2,-8,0
1,0,P,42,-8,2,8,-8,-2,5,0
1,1,P,42,2,2,8,5,2,0,8
0,0,P,42,-5,0,0,-5,-8,-8,-2
1,1,P,42,8,5,5,-5,2,-8,5
0,0,P,42,0,-8,-2,-5,-5,-5,-5
0,0,P,42,-2,-8,-2,-2,8,-8,0
1,0,P,42,0,0,5,0,-8,0,-2
1,1,P,42,0,0,-2,0,5,2,-2
0,0,P,42,-5,-5,-2,-2,0,-5,0
1,0,P,42,-5,8,-8,-2,-2,-2,8
1,1,P,42,0,0,0,5,5,-5,0
0,0,P,42,-2,-8,-5,-8,-5,-5,-2
0,0,P,42,-5,0,-8,-2,-5,-2,0
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,5,0,-5,-8,-5,0,-2
0,0,P,42,8,2,-2,-8,-5,5,-2
0,0,P,42,-8,-5,-2,8,-8,0,0
0,1,P,42,0,2,8,-5,0,-5,0
0,1,P,42,0,2,8,-5,0,-5,0
1,0,P,42,5,-5,-8,-5,-5,-5,0
1,0,P,42,0,-2,-8,-2,-2,-8,0
1,1,P,42,5,0,8,2,5,2,5
0,0,P,42,-2,-2,-5,-2,-8,0,0
1,1,P,42,5,-2,2,5,8,-5,0
1,1,P,42,0,8,8,0,8,2,-5
1,1,P,42,-8,5,5,5,-2,8,8
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,-8,2,2,0,5,0,0
1,1,P,42,8,8,2,2,0,2,2
0,0,P,42,2,-8,-2,0,0,8,0
1,1,P,42,2,8,8,2,0,5,2
1,1,P,42,-2,5,0,2,5,2,0
1,1,P,42,0,0,5,2,8,2,0
0,0,P,42,-2,2,0,-2,-5,-5,-5
1,1,P,42,2,0,2,2,2,0,0
0,0,P,42,8,0,0,2,-5,-8,-8
0,0,P,42,2,-2,-8,-5,0,-5,-5
0,0,P,42,-2,0,-2,5,-2,-5,2
1,1,P,42,5,8,2,0,8,-2,0
0,0,P,42,0,-2,-2,-5,-2,-5,0
1,1,P,42,5,5,2,8,2,8,8
0,0,P,42,-8,0,0,-8,-8,-5,-8
1,1,P,42,5,2,5,8,5,8,2
0,0,P,42,-2,-5,-2,-2,-2,0,0
1,1,P,42,0,0,8,0,8,0,8
1,1,P,42,8,0,8,5,5,8,0
0,0,P,42,0,-5,-5,-5,-8,-5,-2
0,1,P,42,-2,0,0,5,-8,8,0
0,0,P,42,-5,-2,0,2,8,-8,2
0,0,P,42,0,-2,-5,0,-5,-2,0
0,0,P,42,-5,0,-2,-5,-8,-5,0
0,0,P,42,0,0,-2,-2,-8,-8,-2
1,0,P,42,-2,8,-8,0,-5,-2,0
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,-2,2,0,2,8,0,5
0,0,P,42,-8,0,-2,0,-5,-5,-8
1,0,P,42,-8,5,8,-5,-8,-5,0
1,1,P,42,0,0,8,5,5,0,2
0,0,P,42,-5,-2,0,2,-5,-8,-8
1,0,P,42,-8,-2,5,0,5,-5,-2
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,0,-8,-8,0,-5,0,0
1,1,P,42,5,0,8,8,5,-8,8
1,1,P,42,2,0,0,5,2,5,5
0,0,P,42,-5,0,0,-5,0,8,0
1,1,P,42,5,5,0,2,0,2,0
1,1,P,42,8,2,8,8,8,8,0
1,1,P,42,5,8,2,5,5,8,5
0,0,P,42,8,-5,-5,8,-5,-2,0
1,1,P,42,2,-8,5,0,8,5,8
1,1,P,42,8,2,5,-2,-2,0,-8
1,1,P,42,5,0,2,-2,-5,5,2
0,0,P,42,0,0,2,0,-2,-5,-8
1,1,P,42,0,5,5,5,-8,8,-2
0,0,P,42,-2,-5,-8,0,5,2,-2
0,0,P,42,-8,0,-8,-5,-5,-5,0
0,0,P,42,-5,-8,0,0,0,0,-8
1,1,P,42,8,5,8,5,8,2,8
1,0,P,42,5,5,0,-8,0,-8,2
1,0,P,42,8,-5,0,0,-2,-2,0
0,0,P,42,0,-8,-8,0,-2,0,-8
1,1,P,42,8,0,5,8,0,2,2
1,1,P,42,0,5,5,8,8,0,8
0,0,P,42,-5,2,2,0,-2,0,0
1,0,P,42,-2,8,-2,-8,0,-5,8
1,1,P,42,2,5,8,0,0,2,-2
1,1,P,42,0,2,2,2,8,0,5
1,1,P,42,0,0,8,2,5,0,8
1,0,P,42,2,-2,0,5,2,-8,-2
0,1,P,42,0,8,0,2,0,2,5
1,0,P,42,-5,0,0,-8,0,-2,-8
0,0,P,42,2,0,-8,-8,-5,-2,8
1,1,P,42,5,0,2,0,8,8,5
1,1,P,42,8,8,8,0,0,0,5
1,1,P,42,2,5,5,2,2,8,0
1,1,P,42,-2,2,-2,0,8,0,8
0,0,P,42,-2,0,-8,-8,-2,-2,-8
1,1,P,42,0,0,8,8,2,2,2
1,1,P,42,0,0,0,0,8,2,0
0,0,P,42,-5,-2,-5,-8,-5,-2,0
0,0,P,42,-8,0,0,-2,-5,-2,-8
0,1,P,42,-8,-2,5,-5,0,8,8
1,1,P,42,5,8,2,2,-8,5,0
1,0,P,42,0,-8,-2,0,-5,-2,8
1,1,P,42,0,-5,0,5,8,5,-2
0,0,P,42,-5,-5,-2,-2,-2,-5,0
0,0,P,42,-5,-2,0,0,0,-5,0
1,1,P,42,5,5,5,8,8,2,8
1,1,P,42,8,5,5,0,2,5,8
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,5,8,0,8,-5,-8,8
0,0,P,42,0,-8,0,0,-5,-2,0
1,1,P,42,0,8,2,8,8,2,0
1,1,P,42,5,2,8,5,5,8,5
0,0,P,42,-5,-5,-2,0,-8,0,-2
1,1,P,42,8,0,-2,0,0,5,-8
1,1,P,42,5,8,0,5,0,5,-8
0,0,P,42,-8,-8,-5,-2,-5,-2,0
0,0,P,42,2,-5,-8,5,-5,-8,0
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,0,8,8,0,8,5,-2
0,0,P,42,0,0,-8,0,0,0,5
1,1,P,42,0,2,8,8,8,0,0
1,0,P,42,2,-5,2,-5,8,-5,2
0,0,P,42,-2,-2,0,0,-2,0,0
1,0,P,42,-2,0,0,-2,0,0,0
0,0,P,42,-8,0,-5,-2,-2,0,-5
1,0,P,42,2,-2,0,5,2,-8,-2
1,0,P,42,5,8,0,-8,5,-5,-8
0,0,P,42,-8,8,2,-8,-2,-8,2
1,0,P,42,8,-8,-2,-8,-8,0,8
0,0,P,42,-5,-5,-8,0,5,-5,5
0,1,P,42,-8,-2,5,-5,0,8,8
1,1,P,42,-2,2,0,5,-5,8,0
1,1,P,42,0,8,5,0,2,0,5
1,1,P,42,5,5,5,0,5,5,2
0,0,P,42,-5,0,-8,-2,-5,-2,0
1,1,P,42,2,2,2,5,0,5,5
0,0,P,42,-5,8,-5,5,-8,8,-8
0,0,P,42,-8,8,-5,0,-8,-5,-8
1,1,P,42,0,2,8,0,-8,5,8
0,0,P,42,-8,-8,-5,-8,-5,-5,0
0,0,P,42,-2,-8,-2,0,-5,-2,-8
1,1,P,42,2,2,8,0,0,0,5
1,0,P,42,-2,-2,5,-5,2,-5,0
1,0,P,42,2,-5,-5,0,2,0,-8
1,1,P,42,5,8,0,8,-5,-8,8
1,0,P,42,2,-5,-2,0,-5,0,5
1,1,P,42,8,2,5,8,2,2,8
0,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,8,-2,0,0,0,-5,-5
0,0,P,42,0,-5,-2,-5,-5,-5,-5
1,1,P,42,0,0,8,5,8,8,5
1,1,P,42,0,2,0,2,8,0,8
1,1,P,42,8,5,8,8,0,-2,5
0,0,P,42,0,-8,0,0,2,0,-5
1,0,P,42,0,0,5,0,-8,0,-2
1,1,P,42,2,8,-5,5,-2,-2,0
1,1,P,42,-2,0,0,-5,8,8,0
0,0,P,42,-8,-5,-2,-5,-8,0,-2
0,0,P,42,-5,8,0,-2,5,-8,0
0,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,2,8,-8,0,0,0,2
1,1,P,42,2,0,8,0,8,8,5
0,0,P,42,8,0,-2,-8,-2,-5,-8
1,1,P,42,2,8,8,0,0,2,-2
1,0,P,42,-5,-2,-2,-2,0,-8,-2
1,0,P,42,-5,8,-8,-2,-2,-2,8
0,0,P,42,0,-8,-8,0,-2,0,-8
0,0,P,42,-2,-5,-2,-2,0,-2,0
1,0,P,42,2,8,-5,-8,-2,-2,0
0,1,P,42,0,-8,-5,8,0,8,5
1,1,P,42,8,0,0,5,8,8,0
1,1,P,42,2,8,8,2,0,5,2
0,0,P,42,0,-2,2,-8,-2,2,2
0,0,P,42,-8,-2,-8,0,0,-8,0
1,1,P,42,5,5,0,5,0,8,2
0,0,P,42,0,-8,-5,-5,0,-2,-5
1,1,P,42,0,8,8,5,0,5,5
1,1,P,42,5,5,0,2,0,2,0
1,0,P,42,-8,5,0,-5,-8,-2,5
0,0,P,42,0,-5,0,0,0,-2,-5
1,1,P,42,2,2,0,5,8,0,0
0,0,P,42,0,-2,-8,-2,0,0,-8
1,1,P,42,5,0,2,0,8,8,5
1,1,P,42,-2,5,8,0,-5,8,8
1,1,P,42,2,5,8,0,0,2,-2
0,0,P,42,0,-2,-2,-2,-8,-8,-8
1,1,P,42,0,8,8,8,2,0,0
0,0,P,42,-8,0,-8,-8,-8,-2,0
0,0,P,42,-5,2,2,-2,-2,-5,0
0,1,P,42,-5,-5,2,8,2,2,-2
0,0,P,42,-2,-5,0,-2,-5,0,-2
0,0,P,42,-2,-5,0,2,0,5,-8
1,1,P,42,-5,0,5,8,0,5,-5
1,1,P,42,0,0,0,0,8,2,0
1,1,P,42,8,0,5,2,0,8,0
0,0,P,42,-5,0,-2,-8,-5,-5,0
0,0,P,42,-8,-2,2,-2,5,-5,-5
1,1,P,42,0,2,8,-5,0,-5,0
0,1,P,42,2,-2,-2,-5,5,0,5
1,1,P,42,5,2,5,8,5,0,5
0,0,P,42,-8,-8,5,5,-5,5,-2
1,1,P,42,0,8,0,2,0,2,5
0,0,P,42,-8,0,-8,0,0,-5,0
1,0,P,42,0,-2,0,-5,-5,5,2
0,0,P,42,0,-5,-5,-2,0,-8,0
1,1,P,42,-2,8,2,2,0,5,0
0,0,P,42,-8,-2,0,-2,-8,-8,-8
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,-8,0,-5,-2,-8,-2
0,0,P,42,-2,8,-2,-2,0,-5,0
1,0,P,42,0,0,-8,8,-2,-8,-2
1,1,P,42,5,2,2,8,0,2,8
1,0,P,42,0,8,-5,-2,2,0,-5
0,0,P,42,-5,-5,-2,0,-8,0,-2
0,0,P,42,-8,-5,-5,-2,-2,-8,-2
1,1,P,42,0,5,5,5,-8,8,-2
0,0,P,42,-2,-2,-8,-5,-5,-2,-2
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,8,0,2,8,5,2,5
1,1,P,42,8,5,5,0,2,5,8
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-5,-8,-5,0,-5,-8,-8
0,0,P,42,0,0,0,-8,-2,0,-2
1,1,P,42,8,2,5,0,0,0,8
0,0,P,42,2,0,-5,0,-5,2,0
1,1,P,42,0,2,2,2,8,0,5
1,1,P,42,0,8,-2,5,8,-2,-5
0,0,P,42,-2,0,-2,0,-5,-5,0
0,0,P,42,-8,-2,-2,-5,-2,0,-5
1,1,P,42,-2,2,-2,0,8,0,8
0,0,P,42,-2,-5,5,-5,-5,0,8
0,0,P,42,-8,-8,0,5,0,-5,-8
0,0,P,42,-5,-2,0,2,-5,-8,-8
0,0,P,42,-2,-2,-5,-8,0,-8,0
1,1,P,42,0,5,0,5,5,8,2
0,0,P,42,-5,-5,-2,-2,-2,-5,0
0,0,P,42,0,0,-2,0,-5,2,0
1,1,P,42,2,5,2,8,5,2,8
0,0,P,42,0,-8,0,-8,-2,-2,-5
1,0,P,42,0,0,-5,0,-8,0,5
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,0,0,-2,-8,8,8,8
1,1,P,42,5,8,0,5,5,0,8
1,1,P,42,8,2,2,8,5,8,2
1,1,P,42,0,0,8,5,5,0,2
0,0,P,42,2,-8,-5,-2,-8,-8,-8
0,0,P,42,-5,-8,0,-5,-8,-5,-2
0,0,P,42,-8,-8,-8,0,0,-2,-8
0,1,P,42,-8,2,5,5,5,8,0
1,1,P,42,2,0,2,8,2,0,0
0,0,P,42,2,0,-8,-8,-5,-2,8
0,0,P,42,0,-8,0,0,-5,-2,0
1,0,P,42,0,-2,0,2,0,-5,-2
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,5,0,5,-5,8,8,-2
0,0,P,42,-5,-2,-2,-2,-5,-8,0
1,1,P,42,8,-5,2,2,5,0,5
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,0,-2,0,-2,2,0,5
1,1,P,42,-5,5,0,0,0,2,8
1,1,P,42,5,8,2,2,-8,5,0
1,1,P,42,2,8,2,0,-2,-5,5
0,1,P,42,8,-5,-2,0,8,0,5
0,0,P,42,-2,0,-8,-8,-2,-2,-8
0,0,P,42,-5,-5,-2,-2,0,-5,0
1,0,P,42,8,-2,-5,2,-5,2,-5
0,0,P,42,-2,-5,-2,-2,-2,5,-5
1,1,P,42,5,2,8,5,5,8,5
1,1,P,42,5,2,8,8,5,0,0
0,0,P,42,-8,-2,0,0,0,2,0
1,0,P,42,-5,-2,0,0,0,0,-2
1,1,P,42,5,5,5,2,8,8,8
1,1,P,42,5,8,2,5,5,8,2
0,0,P,42,0,8,-8,0,8,0,-8
1,1,P,42,8,2,-2,-5,8,0,-8
0,0,P,42,0,-2,-8,0,0,-2,-8
1,1,P,42,0,5,2,0,2,5,5
0,0,P,42,-2,-8,-2,-2,-5,-2,-5
0,0,P,42,-2,-2,-5,-2,-8,0,0
0,0,P,42,0,-8,-5,0,8,0,-8
1,0,P,42,0,-8,-2,0,-5,-2,8
1,0,P,42,-2,-5,-8,0,5,2,-2
0,0,P,42,-2,-8,-8,-8,-5,-8,-5
1,0,P,42,-5,-2,0,2,8,-8,2
0,0,P,42,0,-2,-2,-5,-2,-5,0
0,0,P,42,-8,-2,-8,0,-8,-8,-2
0,0,P,42,8,-5,0,0,-2,-2,0
0,0,P,42,-2,-2,-2,0,0,0,-5
0,0,P,42,-5,-2,0,-8,-8,-8,-8
0,0,P,42,-5,-8,0,0,0,0,-8
0,0,P,42,-5,-5,-2,-5,-2,-8,-2
1,1,P,42,0,8,0,5,-8,5,0
1,1,P,42,5,0,0,0,8,8,2
1,1,P,42,8,0,-2,0,0,5,-8
1,1,P,42,-2,5,0,2,5,2,0
0,0,P,42,-2,-5,-5,0,-2,-5,-5
0,1,P,42,0,2,8,-5,0,-5,0
1,0,P,42,8,-2,-2,-2,-8,-5,0
1,1,P,42,2,0,5,2,2,5,8
0,0,P,42,-5,-5,-2,-2,0,0,-2
1,1,P,42,2,8,8,5,2,2,5
1,1,P,42,-8,8,5,8,0,-8,0
1,1,P,42,8,8,-2,5,2,8,2
1,1,P,42,5,2,5,2,8,5,2
1,1,P,42,5,5,8,2,5,8,8
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-2,0,-8,-8,0,-5,-8
1,1,P,42,-2,8,5,-8,5,8,0
1,1,P,42,8,5,0,2,8,0,0
1,1,P,42,8,8,-2,-5,-2,0,0
1,0,P,42,0,0,-2,-8,5,0,0
0,1,P,42,-5,5,2,5,2,2,-8
1,1,P,42,-5,8,0,-5,2,8,0
1,1,P,42,2,2,0,5,2,8,5
0,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,0,-2,-2,0,-5,8,2
0,0,P,42,0,-2,-8,-2,-2,-8,0
0,1,P,42,0,8,-5,0,8,-5,-5
0,0,P,42,2,-5,0,0,2,8,-8
0,0,P,42,-5,2,-8,-2,2,8,0
1,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,8,8,5,0,-2,0,0
1,1,P,42,2,5,0,5,2,2,5
0,0,P,42,0,-5,-8,-8,0,-2,-5
0,0,P,42,0,-5,2,-5,0,0,-5
1,1,P,42,0,0,5,5,2,5,0
0,0,P,42,5,-5,-8,-5,-5,-5,0
1,0,P,42,-8,2,8,-8,-2,5,0
0,1,P,42,5,0,2,-2,-5,5,2
0,0,P,42,-5,-8,-5,-8,-5,-5,-8
0,1,P,42,-2,0,0,5,0,-8,8
1,1,P,42,8,0,5,-8,-2,8,-8
1,0,P,42,0,2,0,-8,-2,0,0
1,1,P,42,5,8,5,8,5,0,0
0,0,P,42,-5,0,-8,-5,0,5,0
1,1,P,42,2,2,-8,8,5,2,0
0,0,P,42,-2,-8,-2,0,-8,0,0
1,0,P,42,-5,-5,0,2,5,2,0
0,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,8,2,0,0,8,2,5
1,1,P,42,5,8,2,5,5,8,5
0,0,P,42,0,-5,-5,-2,0,-5,-8
1,1,P,42,8,5,5,-5,2,-8,5
1,0,P,42,8,0,0,2,-5,-8,-8
1,1,P,42,5,8,2,0,8,-2,0
1,1,P,42,8,8,8,8,-8,-2,-2
0,0,P,42,-8,0,0,-8,-5,-5,0
1,1,P,42,8,0,0,5,0,-8,-2
0,1,P,42,0,-5,0,5,5,2,-5
1,1,P,42,5,2,-2,-8,-8,8,8
0,0,P,42,-2,-8,-2,-2,0,-8,-8
1,1,P,42,8,8,8,0,0,0,5
0,0,P,42,-5,0,-5,-5,-2,-5,0
1,1,P,42,2,0,2,2,2,0,0
1,1,P,42,2,5,2,5,0,0,8
0,0,P,42,0,-8,-8,-2,-5,-8,-2
0,0,P,42,-2,2,0,-2,-5,-5,-5
0,0,P,42,0,-8,-2,-2,-2,-5,0
1,1,P,42,8,8,2,2,0,2,2
0,0,P,42,0,-8,-2,-5,-5,-5,-5
1,1,P,42,2,-8,0,0,8,2,8
0,0,P,42,-5,-2,0,-5,0,-5,-5
1,1,P,42,8,2,5,5,5,8,0
0,0,P,42,0,-5,-8,0,0,0,-8
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,2,-5,-8,5,-5,-8,0
0,0,P,42,5,-5,-8,-2,-5,2,-8
1,1,P,42,0,0,0,-2,0,2,0
1,1,P,42,0,5,5,2,8,0,5
1,0,P,42,-2,8,-2,-8,0,-5,8
0,0,P,42,-2,-5,-5,0,-2,-8,2
0,0,P,42,-2,-5,5,0,5,-5,0
1,1,P,42,-2,8,5,8,2,0,5
1,1,P,42,0,2,8,-5,0,-5,0
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-5,-5,0,-2,-2,-5,-2
0,0,P,42,-8,-2,0,0,-5,-2,-5
0,0,P,42,8,0,-8,0,-8,0,-2
1,1,P,42,5,-2,2,5,8,-5,0
0,0,P,42,-8,-2,0,-2,-8,0,-2
1,0,P,42,5,5,0,-8,0,-8,2
1,1,P,42,5,0,2,0,5,8,5
1,1,P,42,0,0,2,0,0,5,0
1,1,P,42,0,8,-5,5,8,-5,0
0,0,P,42,-5,0,-2,-5,5,0,-5
1,1,P,42,2,8,-2,-2,5,2,2
1,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,0,-8,-5,-5,-5,0
1,1,P,42,-2,0,8,0,-5,0,2
0,0,P,42,0,0,8,-8,-8,0,-8
1,1,P,42,2,2,5,5,8,5,2
0,0,P,42,-2,0,-2,5,-2,-5,2
1,1,P,42,8,0,8,5,5,8,0
0,1,P,42,0,2,8,-5,0,-5,0
1,1,P,42,2,8,5,5,2,5,0
0,0,P,42,-5,-2,8,0,-5,-2,-2
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,-2,5,0,5,-5,-2
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,42,-8,0,0,-8,-8,-5,-8
1,1,P,42,8,5,8,5,2,8,8
1,0,P,42,8,0,0,0,-5,-2,-5
1,1,P,42,8,0,2,0,0,5,2
0,0,P,42,-8,-5,0,-8,-5,-2,-5
0,1,P,42,0,2,8,-5,0,-5,0
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
0,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-5,-2,-8,-8,-8,-8,-8
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
1,1,P,43,5,2,8,5,5,8,5
0,0,P,43,-2,-8,-2,-2,0,-8,-8
0,0,P,43,0,0,-8,-2,-8,-2,-5
1,1,P,43,0,8,8,0,8,2,-5
1,0,P,43,0,0,-2,-8,5,0,0
1,1,P,43,-5,8,0,-5,2,8,0
0,1,P,43,0,2,8,-5,0,-5,0
1,0,P,43,5,0,0,-5,2,-8,2
1,1,P,43,5,0,2,0,8,8,5
0,0,P,43,0,0,-2,-2,-8,-8,-2
1,1,P,43,0,8,8,5,0,5,5
1,1,P,43,8,8,5,0,-2,0,0
0,0,P,43,0,-5,-5,-2,0,-8,0
0,0,P,43,2,-5,2,-5,8,-5,2
0,0,P,43,0,-8,-8,-2,-5,-8,-2
1,0,P,43,0,0,5,0,-8,0,-2
